Товарное слово в проме,Категории_allbiz_step_3_CAT1,Категории_allbiz_step_3_CAT2,Категории_allbiz_step_3__LEN,Новая Категория 1_ANTON,Новая Категория 2_ANTON,Товар или услуга_ANTON,count_ANTON,allbiz_cat,allbiz_weights
"круг,_шестигранник",Металлы и прокат,"Цветные металлы и сплавы, прокат",2,Инструменты,Ключи и отвертки,товар,262,"Металлы и прокат / Цветные металлы и сплавы, прокат",1
"круг,_шестигранник",Металлы и прокат,"Черные металлы, прокат",2,Инструменты,Ключи и отвертки,товар,262,"Металлы и прокат / Черные металлы, прокат",1
"круг,_шестигранник",Инструменты,Ключи и отвертки,2,Инструменты,Ключи и отвертки,товар,262,Инструменты / Ключи и отвертки,3
кнопка,Электроника,Полупроводниковые элементы и приборы,2,Электроника,Полупроводниковые элементы и приборы,товар,262,Электроника / Полупроводниковые элементы и приборы,3
кнопка,Электроника,Коммутационные и установочные изделия,2,Электроника,Полупроводниковые элементы и приборы,товар,262,Электроника / Коммутационные и установочные изделия,2
барабан,Предметы искусства,Музыкальные инструменты и оборудование,1,Инструменты,Ударные и перкуссия,товар,262,Предметы искусства / Музыкальные инструменты и оборудование,2
петля,Инструменты,Измерительный инструмент,2,Стройматериалы,Строительные изделия крепежные,товар,262,Инструменты / Измерительный инструмент,3
петля,Стройматериалы,Строительные изделия крепежные,2,Стройматериалы,Строительные изделия крепежные,товар,262,Стройматериалы / Строительные изделия крепежные,1
барабан,Инструменты,Ударные и перкуссия,1,Инструменты,Ударные и перкуссия,товар,262,Инструменты / Ударные и перкуссия,1
петля,Промышленность,Машины и оборудование универсального применения,2,Стройматериалы,Строительные изделия крепежные,товар,262,Промышленность / Машины и оборудование универсального применения,3
услуга_ремонта_офисного_помещения,Недвижимость,Монтажные и пусконаладочные работы в строительстве,5,Бытовые услуги,Монтаж и ремонт ,услуги,262,Недвижимость / Монтажные и пусконаладочные работы в строительстве,1
услуга_ремонта_офисного_помещения,Недвижимость,"Установка, ремонт окон и дверей",5,Бытовые услуги,Монтаж и ремонт ,услуги,262,"Недвижимость / Установка, ремонт окон и дверей",2
услуга_ремонта_офисного_помещения,Недвижимость,Малярно-штукатурные работы,5,Бытовые услуги,Монтаж и ремонт ,услуги,262,Недвижимость / Малярно-штукатурные работы,2
услуга_ремонта_офисного_помещения,Бытовые услуги,Монтаж и ремонт ,5,Бытовые услуги,Монтаж и ремонт ,услуги,262,Бытовые услуги / Монтаж и ремонт ,2
услуга_ремонта_офисного_помещения,Недвижимость,Отделочные работы,5,Бытовые услуги,Монтаж и ремонт ,услуги,262,Недвижимость / Отделочные работы,1
услуга_ремонта_офисного_помещения,Недвижимость,Услуги монтажные,5,Бытовые услуги,Монтаж и ремонт ,услуги,262,Недвижимость / Услуги монтажные,2
капуста,Продукты и напитки,"Овощи, фрукты, зелень",3,Продукты и напитки,"Овощи, фрукты, зелень",товар,261,"Продукты и напитки / Овощи, фрукты, зелень",1
телевизор,Телекоммуникации,Телевизионные системы,4,Бытовая техника,Видео- и аудиотехника,товар,261,Телекоммуникации / Телевизионные системы,1
капуста,Сельское хозяйство,Выращивание сельскохозяйственных культур,3,Продукты и напитки,"Овощи, фрукты, зелень",товар,261,Сельское хозяйство / Выращивание сельскохозяйственных культур,2
капуста,Сельское хозяйство,Плодоовощные культуры,3,Продукты и напитки,"Овощи, фрукты, зелень",товар,261,Сельское хозяйство / Плодоовощные культуры,2
метизная_продукция,Стройматериалы,Строительные изделия крепежные,2,Стройматериалы,Строительные изделия крепежные,товар,261,Стройматериалы / Строительные изделия крепежные,2
метизная_продукция,Металлы и прокат,"Производство металлоизделий, метизов",2,Стройматериалы,Строительные изделия крепежные,товар,261,"Металлы и прокат / Производство металлоизделий, метизов",1
метизная_продукция,Металлы и прокат,"Металлоизделия, метизы",2,Стройматериалы,Строительные изделия крепежные,товар,261,"Металлы и прокат / Металлоизделия, метизы",1
сетка_сварная,Металлы и прокат,"Цветные металлы и сплавы, прокат",2,Стройматериалы,Металлоизделия строительного назначения,товар,261,"Металлы и прокат / Цветные металлы и сплавы, прокат",3
сетка_сварная,Стройматериалы,Металлоизделия строительного назначения,2,Стройматериалы,Металлоизделия строительного назначения,товар,261,Стройматериалы / Металлоизделия строительного назначения,2
телевизор,Компьютеры и ПО,Средства мультимедиа,4,Бытовая техника,Видео- и аудиотехника,товар,261,Компьютеры и ПО / Средства мультимедиа,3
капуста,Сельское хозяйство,"Переработка и хранение овощей, ягод, фруктов",3,Продукты и напитки,"Овощи, фрукты, зелень",товар,261,"Сельское хозяйство / Переработка и хранение овощей, ягод, фруктов",1
телевизор,Бытовая техника,Видео- и аудиотехника,4,Бытовая техника,Видео- и аудиотехника,товар,261,Бытовая техника / Видео- и аудиотехника,1
ниппель,"Вода, газ и тепло",Трубопроводная арматура,1,"Вода, газ и тепло",Трубопроводная арматура,товар,261,"Вода, газ и тепло / Трубопроводная арматура",2
ниппель,Металлы и прокат,"Цветные металлы и сплавы, прокат",1,"Вода, газ и тепло",Трубопроводная арматура,товар,261,"Металлы и прокат / Цветные металлы и сплавы, прокат",3
услуга_предоставления_информации,Деловые услуги,Консалтинговые услуги,2,Деловые услуги,Консалтинговые услуги,услуги,261,Деловые услуги / Консалтинговые услуги,2
услуга_предоставления_информации,Консалтинговые услуги,Консалтинговые услуги,2,Деловые услуги,Консалтинговые услуги,услуги,261,Консалтинговые услуги / Консалтинговые услуги,2
услуга_предоставления_информации,Консалтинговые услуги,Информационные услуги,2,Деловые услуги,Консалтинговые услуги,услуги,261,Консалтинговые услуги / Информационные услуги,1
телевизор,Телекоммуникации,Телевидение и радиовещание,4,Бытовая техника,Видео- и аудиотехника,товар,261,Телекоммуникации / Телевидение и радиовещание,3
кабель_силовой,Электротехника,"Электрические кабели, провода и шнуры",2,Электротехника,"Электроаппараты, щитовое оборудование и арматура",товар,260,"Электротехника / Электрические кабели, провода и шнуры",1
кабель_силовой,Электротехника,Прокладка кабелей,2,Электротехника,"Электроаппараты, щитовое оборудование и арматура",товар,260,Электротехника / Прокладка кабелей,2
кабель_силовой,Электротехника,"Электроаппараты, щитовое оборудование и арматура",2,Электротехника,"Электроаппараты, щитовое оборудование и арматура",товар,260,"Электротехника / Электроаппараты, щитовое оборудование и арматура",3
услуга_сервиса,Деловые услуги,Сервисное и техническое обслуживание,3,Деловые услуги,Сервисное и техническое обслуживание,услуги,259,Деловые услуги / Сервисное и техническое обслуживание,1
резистор,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",2,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",товар,259,"Компьютеры и ПО / Компьютерная техника, комплектующие и аксессуары",3
резистор,Электроника,Проектирование электронных компонентов и систем,2,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",товар,259,Электроника / Проектирование электронных компонентов и систем,2
резистор,Электроника,Монтаж электронных компонентов и систем,2,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",товар,259,Электроника / Монтаж электронных компонентов и систем,2
сейф,Офисное оборудование,Банковское оборудование,1,Офисное оборудование,Банковское оборудование,товар,259,Офисное оборудование / Банковское оборудование,1
сейф,Мебель и интерьер,Коммерческая мебель,1,Офисное оборудование,Банковское оборудование,товар,259,Мебель и интерьер / Коммерческая мебель,3
услуга_сервиса,Электротехника,Обслуживание и ремонт электрооборудования,3,Деловые услуги,Сервисное и техническое обслуживание,услуги,259,Электротехника / Обслуживание и ремонт электрооборудования,2
услуга_сервиса,Деловые услуги,Сервисное обслуживание потребителей,3,Деловые услуги,Сервисное и техническое обслуживание,услуги,259,Деловые услуги / Сервисное обслуживание потребителей,2
услуга_сервиса,Промышленность,Обслуживание проектов,3,Деловые услуги,Сервисное и техническое обслуживание,услуги,259,Промышленность / Обслуживание проектов,3
услуга_вывоза_строительного_мусора,Коммунальные услуги,"Утилизация отходов, мусора",2,Коммунальные услуги,"Утилизация отходов, мусора",услуги,258,"Коммунальные услуги / Утилизация отходов, мусора",2
колонка,"Вода, газ и тепло",Сантехническое оборудование,1,"Вода, газ и тепло",Сантехническое оборудование,товар,258,"Вода, газ и тепло / Сантехническое оборудование",3
колонка,Бытовая техника,Видео- и аудиотехника,1,"Вода, газ и тепло",Сантехническое оборудование,товар,258,Бытовая техника / Видео- и аудиотехника,3
панель,Стройматериалы,Стеновые кладочные материалы,3,Стройматериалы,"Отделочные материалы, плитка, обои",товар,258,Стройматериалы / Стеновые кладочные материалы,2
панель,Стройматериалы,"Отделочные материалы, плитка, обои",3,Стройматериалы,"Отделочные материалы, плитка, обои",товар,258,"Стройматериалы / Отделочные материалы, плитка, обои",2
панель,Стройматериалы,"Тепло-, звуко-, шумо, влагоизолирующие материалы",3,Стройматериалы,"Отделочные материалы, плитка, обои",товар,258,"Стройматериалы / Тепло-, звуко-, шумо, влагоизолирующие материалы",3
услуга_вывоза_строительного_мусора,Коммунальные услуги,Обращение с отходами,2,Коммунальные услуги,"Утилизация отходов, мусора",услуги,258,Коммунальные услуги / Обращение с отходами,2
услуга_вывоза_строительного_мусора,Недвижимость,Вывоз и утилизация строительного мусора,2,Коммунальные услуги,"Утилизация отходов, мусора",услуги,258,Недвижимость / Вывоз и утилизация строительного мусора,1
крупа,Продукты и напитки,Бакалея,1,Продукты и напитки,Бакалея,товар,257,Продукты и напитки / Бакалея,2
услуга_комплексного_обслуживания,Бытовые услуги,Бытовые услуги другие,3,Бытовые услуги,Бытовые услуги другие,услуги,257,Бытовые услуги / Бытовые услуги другие,3
услуга_комплексного_обслуживания,Деловые услуги,Сервисное обслуживание потребителей,3,Бытовые услуги,Бытовые услуги другие,услуги,257,Деловые услуги / Сервисное обслуживание потребителей,2
услуга_комплексного_обслуживания,Электротехника,Обслуживание и ремонт электрооборудования,3,Бытовые услуги,Бытовые услуги другие,услуги,257,Электротехника / Обслуживание и ремонт электрооборудования,3
пиломатериал_хвойных_пород,Стройматериалы,"Дерево, пиломатериалы",3,Стройматериалы,"Дерево, пиломатериалы",товар,257,"Стройматериалы / Дерево, пиломатериалы",1
пиломатериал_хвойных_пород,"Дерево, пиломатериалы",Заготовка древесины,3,Стройматериалы,"Дерево, пиломатериалы",товар,257,"Дерево, пиломатериалы / Заготовка древесины",1
пиломатериал_хвойных_пород,"Дерево, пиломатериалы",Заготовка леса и пиловочника,3,Стройматериалы,"Дерево, пиломатериалы",товар,257,"Дерево, пиломатериалы / Заготовка леса и пиловочника",1
пиломатериал_хвойных_пород,"Дерево, пиломатериалы",Заготовки и полуфабрикаты из древесины,3,Стройматериалы,"Дерево, пиломатериалы",товар,257,"Дерево, пиломатериалы / Заготовки и полуфабрикаты из древесины",1
услуга_комплексного_обслуживания,Промышленность,Обслуживание проектов,3,Бытовые услуги,Бытовые услуги другие,услуги,257,Промышленность / Обслуживание проектов,3
крупа,Сельское хозяйство,"Переработка сахара, зерновых, масла растительного",1,Продукты и напитки,Бакалея,товар,257,"Сельское хозяйство / Переработка сахара, зерновых, масла растительного",2
вентилятор_канальный,"Вода, газ и тепло",Монтаж систем промышленного кондиционирования,3,Бытовая техника,Бытовое климатическое оборудование,товар,257,"Вода, газ и тепло / Монтаж систем промышленного кондиционирования",3
вентилятор_канальный,Бытовая техника,Бытовая техника для дома,3,Бытовая техника,Бытовое климатическое оборудование,товар,257,Бытовая техника / Бытовая техника для дома,2
вентилятор_канальный,"Вода, газ и тепло",Монтаж систем кондиционирования и вентиляции,3,Бытовая техника,Бытовое климатическое оборудование,товар,257,"Вода, газ и тепло / Монтаж систем кондиционирования и вентиляции",1
вентилятор_канальный,Бытовая техника,Бытовое климатическое оборудование,3,Бытовая техника,Бытовое климатическое оборудование,товар,257,Бытовая техника / Бытовое климатическое оборудование,2
рекламный_материал,Торговля и склад,"Рекламное и выставочное оборудование, материалы",3,Торговля и склад,"Рекламное и выставочное оборудование, материалы",товар,256,"Торговля и склад / Рекламное и выставочное оборудование, материалы",1
сметана,Продукты и напитки,"Заготовка, переработка молочной продукции",3,Продукты и напитки,Молоко и молочная продукция,товар,256,"Продукты и напитки / Заготовка, переработка молочной продукции",2
сметана,Продукты и напитки,Хранение и реализация молочной продукции,3,Продукты и напитки,Молоко и молочная продукция,товар,256,Продукты и напитки / Хранение и реализация молочной продукции,3
сметана,Продукты и напитки,Молоко и молочная продукция,3,Продукты и напитки,Молоко и молочная продукция,товар,256,Продукты и напитки / Молоко и молочная продукция,1
услуга_инспекционного_контроля,Логистические услуги,"Разрешительные, инспекционные и страховые услуги",1,Деловые услуги,Консалтинговые услуги,услуги,256,"Логистические услуги / Разрешительные, инспекционные и страховые услуги",1
услуга_инспекционного_контроля,Деловые услуги,Консалтинговые услуги,1,Деловые услуги,Консалтинговые услуги,услуги,256,Деловые услуги / Консалтинговые услуги,3
рекламный_материал,Полиграфия,Полиграфические материалы,3,Торговля и склад,"Рекламное и выставочное оборудование, материалы",товар,256,Полиграфия / Полиграфические материалы,2
рекламный_материал,Рекламные услуги,Изготовление наружной и внутренней рекламы,3,Торговля и склад,"Рекламное и выставочное оборудование, материалы",товар,256,Рекламные услуги / Изготовление наружной и внутренней рекламы,1
услуга_почтовой_связи,Телекоммуникации,Почта,2,Телекоммуникации,Средства связи,услуги,255,Телекоммуникации / Почта,1
услуга_почтовой_связи,Бытовые услуги,Курьерские службы доставки,2,Телекоммуникации,Средства связи,услуги,255,Бытовые услуги / Курьерские службы доставки,3
услуга_почтовой_связи,Телекоммуникации,Средства связи,2,Телекоммуникации,Средства связи,услуги,255,Телекоммуникации / Средства связи,2
услуга_автовышки,Строительная техника,Аренда строительной техники и оборудования,1,Строительная техника,Услуги строительной спецтехники,услуги,255,Строительная техника / Аренда строительной техники и оборудования,2
услуга_автовышки,Строительная техника,Услуги строительной спецтехники,1,Строительная техника,Услуги строительной спецтехники,услуги,255,Строительная техника / Услуги строительной спецтехники,1
бензин_регуляр-92,Промышленная химия,"Нефтяные продукты, масла и смазки",2,Энергетика и добыча,Топливно-энергетические ресурсы,товар,255,"Промышленная химия / Нефтяные продукты, масла и смазки",1
бензин_регуляр-92,Энергетика и добыча,Топливно-энергетические ресурсы,2,Энергетика и добыча,Топливно-энергетические ресурсы,товар,255,Энергетика и добыча / Топливно-энергетические ресурсы,1
дюбель,Стройматериалы,Строительные изделия крепежные,1,Стройматериалы,Строительные изделия крепежные,товар,254,Стройматериалы / Строительные изделия крепежные,3
отвертка,Инструменты,Ключи и отвертки,1,Инструменты,Ключи и отвертки,товар,254,Инструменты / Ключи и отвертки,1
молоко,Продукты и напитки,Молоко и молочная продукция,1,Продукты и напитки,Молоко и молочная продукция,товар,254,Продукты и напитки / Молоко и молочная продукция,1
отвертка,Инструменты,Слесарно-монтажные инструменты,1,Инструменты,Ключи и отвертки,товар,254,Инструменты / Слесарно-монтажные инструменты,2
"труба,_швеллер",Металлы и прокат,"Цветные металлы и сплавы, прокат",1,Металлы и прокат,"Черные металлы, прокат",товар,254,"Металлы и прокат / Цветные металлы и сплавы, прокат",3
"труба,_швеллер",Металлы и прокат,"Черные металлы, прокат",1,Металлы и прокат,"Черные металлы, прокат",товар,254,"Металлы и прокат / Черные металлы, прокат",2
услуга_ремонта_электрооборудования,Электротехника,Обслуживание и ремонт электрооборудования,3,Деловые услуги,Ремонт электроинструментов и оборудования,услуги,253,Электротехника / Обслуживание и ремонт электрооборудования,1
услуга_оказания_юридической_помощи,Деловые услуги,Правовые и юридические услуги,2,Деловые услуги,Правовые и юридические услуги,услуги,253,Деловые услуги / Правовые и юридические услуги,2
услуга_оказания_юридической_помощи,Юридические услуги,Юридические услуги,2,Деловые услуги,Правовые и юридические услуги,услуги,253,Юридические услуги / Юридические услуги,1
услуга_оказания_юридической_помощи,Юридические услуги,Правовая помощь,2,Деловые услуги,Правовые и юридические услуги,услуги,253,Юридические услуги / Правовая помощь,1
обложка,Бумага и картон,Бумага разная,2,Бумага и картон,Бумага разная,товар,253,Бумага и картон / Бумага разная,3
обложка,Дом и сад,Домашний текстиль,2,Бумага и картон,Бумага разная,товар,253,Дом и сад / Домашний текстиль,2
обложка,Текстиль и кожа,"Пошив штор, ламбрекенов, покрывал, подушек",2,Бумага и картон,Бумага разная,товар,253,"Текстиль и кожа / Пошив штор, ламбрекенов, покрывал, подушек",3
услуга_ремонта_электрооборудования,Деловые услуги,Ремонт электроинструментов и оборудования,3,Деловые услуги,Ремонт электроинструментов и оборудования,услуги,253,Деловые услуги / Ремонт электроинструментов и оборудования,1
услуга_ремонта_электрооборудования,Приборы и автоматика,Техническое обслуживание и ремонт приборов,3,Деловые услуги,Ремонт электроинструментов и оборудования,услуги,253,Приборы и автоматика / Техническое обслуживание и ремонт приборов,2
услуга_ремонта_электрооборудования,Электротехника,Ремонт электротехники,3,Деловые услуги,Ремонт электроинструментов и оборудования,услуги,253,Электротехника / Ремонт электротехники,1
"юридические_услуги,_консультационная_услуга",Деловые услуги,Правовые и юридические услуги,3,Деловые услуги,Правовые и юридические услуги,услуги,253,Деловые услуги / Правовые и юридические услуги,1
"юридические_услуги,_консультационная_услуга",Недвижимость,Готовый бизнес,3,Деловые услуги,Правовые и юридические услуги,услуги,253,Недвижимость / Готовый бизнес,3
"юридические_услуги,_консультационная_услуга",Юридические услуги,Правовая помощь,3,Деловые услуги,Правовые и юридические услуги,услуги,253,Юридические услуги / Правовая помощь,1
"юридические_услуги,_консультационная_услуга",Консалтинговые услуги,Правовой консалтинг,3,Деловые услуги,Правовые и юридические услуги,услуги,253,Консалтинговые услуги / Правовой консалтинг,2
"юридические_услуги,_консультационная_услуга",Юридические услуги,Юридические услуги,3,Деловые услуги,Правовые и юридические услуги,услуги,253,Юридические услуги / Юридические услуги,1
"юридические_услуги,_консультационная_услуга",Финансовые услуги,Банки,3,Деловые услуги,Правовые и юридические услуги,услуги,253,Финансовые услуги / Банки,3
услуга_очистки_дорог_от_снега,Строительная техника,Услуги строительной специализированной техники,1,Коммунальные услуги,Вывоз мусора и снега,услуги,252,Строительная техника / Услуги строительной специализированной техники,2
наполнитель,Тара и упаковка,Упаковка,6,Тара и упаковка,Упаковка,товар,252,Тара и упаковка / Упаковка,3
услуга_1с,Деловые услуги,Бухгалтерские услуги и сопровождение,2,Деловые услуги,Бухгалтерские услуги и сопровождение,услуги,252,Деловые услуги / Бухгалтерские услуги и сопровождение,1
услуга_1с,Компьютеры и ПО,"Программные продукты, ПО",2,Деловые услуги,Бухгалтерские услуги и сопровождение,услуги,252,"Компьютеры и ПО / Программные продукты, ПО",1
услуга_очистки_дорог_от_снега,Коммунальные услуги,Вывоз мусора и снега,1,Коммунальные услуги,Вывоз мусора и снега,услуги,252,Коммунальные услуги / Вывоз мусора и снега,1
услуга_1с,ИТ Услуги,Разработка и внедрение программного обеспечения,2,Деловые услуги,Бухгалтерские услуги и сопровождение,услуги,252,ИТ Услуги / Разработка и внедрение программного обеспечения,1
дорожный_знак,Авто-мото-велотехника,"Расходные материалы, запчасти, автохимия и автокосметика",2,Авто-мото-велотехника,"Расходные материалы, запчасти, автохимия и автокосметика",товар,252,"Авто-мото-велотехника / Расходные материалы, запчасти, автохимия и автокосметика",3
дорожный_знак,Безопасность и защита,Оборудование управления транспортными потоками,2,Авто-мото-велотехника,"Расходные материалы, запчасти, автохимия и автокосметика",товар,252,Безопасность и защита / Оборудование управления транспортными потоками,2
дорожный_знак,Безопасность и защита,Установка дорожных знаков,2,Авто-мото-велотехника,"Расходные материалы, запчасти, автохимия и автокосметика",товар,252,Безопасность и защита / Установка дорожных знаков,1
услуга_использования_товарного_знака,Деловые услуги,Правовые и юридические услуги,2,Деловые услуги,Правовые и юридические услуги,услуги,251,Деловые услуги / Правовые и юридические услуги,2
услуга_перемотки_эл._двигателя,Сервисное оборудование,Обслуживание и ремонт сервисного оборудования,3,Сервисное оборудование,Обслуживание и ремонт сервисного оборудования,услуги,251,Сервисное оборудование / Обслуживание и ремонт сервисного оборудования,3
услуга_перемотки_эл._двигателя,Промышленность,Обслуживание оборудования,3,Сервисное оборудование,Обслуживание и ремонт сервисного оборудования,услуги,251,Промышленность / Обслуживание оборудования,3
услуга_перемотки_эл._двигателя,Электротехника,Обслуживание и ремонт электрооборудования,3,Сервисное оборудование,Обслуживание и ремонт сервисного оборудования,услуги,251,Электротехника / Обслуживание и ремонт электрооборудования,1
услуга_перемотки_эл._двигателя,Электротехника,Электромонтажные работы и услуги,3,Сервисное оборудование,Обслуживание и ремонт сервисного оборудования,услуги,251,Электротехника / Электромонтажные работы и услуги,2
семена_озимой_пшеницы,Сельское хозяйство,Полевые культуры,2,Сельское хозяйство,Семена и посадочный материал,товар,251,Сельское хозяйство / Полевые культуры,2
семена_озимой_пшеницы,Сельское хозяйство,Семена и посадочный материал,2,Сельское хозяйство,Семена и посадочный материал,товар,251,Сельское хозяйство / Семена и посадочный материал,1
услуга_использования_товарного_знака,Юридические услуги,"Регистрация товарных знаков, торговых марок",2,Деловые услуги,Правовые и юридические услуги,услуги,251,"Юридические услуги / Регистрация товарных знаков, торговых марок",1
услуга_использования_товарного_знака,Юридические услуги,Охрана интеллектуальной собственности,2,Деловые услуги,Правовые и юридические услуги,услуги,251,Юридические услуги / Охрана интеллектуальной собственности,1
услуга_ремонта_трансформатора,Ремонт техники,Ремонт и сервисное обслуживание,1,Ремонт техники,Ремонт и сервисное обслуживание,услуги,251,Ремонт техники / Ремонт и сервисное обслуживание,3
услуга_ремонта_трансформатора,Электротехника,Обслуживание и ремонт электрооборудования,1,Ремонт техники,Ремонт и сервисное обслуживание,услуги,251,Электротехника / Обслуживание и ремонт электрооборудования,1
услуга_курьерской_доставки,Бытовые услуги,Доставка товаров из интернет магазинов,4,Бытовые услуги,Услуги почты и курьерских служб доставки,услуги,250,Бытовые услуги / Доставка товаров из интернет магазинов,2
лоток,Тара и упаковка,Упаковка,1,Тара и упаковка,Упаковка,товар,250,Тара и упаковка / Упаковка,3
аудиторская_услуга,Бухгалтерские услуги,Аудиторская проверка,1,Деловые услуги,Бухгалтерские услуги и сопровождение,услуги,250,Бухгалтерские услуги / Аудиторская проверка,1
лоток,Электротехника,"Электроаппараты, щитовое оборудование и арматура",1,Тара и упаковка,Упаковка,товар,250,"Электротехника / Электроаппараты, щитовое оборудование и арматура",3
зарядное_устройство,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",2,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",товар,250,"Компьютеры и ПО / Компьютерная техника, комплектующие и аксессуары",3
зарядное_устройство,Бытовая техника,Фотоаппараты и фототехника,2,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",товар,250,Бытовая техника / Фотоаппараты и фототехника,3
зарядное_устройство,Электротехника,Источники бесперебойного питания (ИБП),2,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",товар,250,Электротехника / Источники бесперебойного питания (ИБП),2
услуга_курьерской_доставки,Бытовые услуги,Услуги почты и курьерских служб доставки,4,Бытовые услуги,Услуги почты и курьерских служб доставки,услуги,250,Бытовые услуги / Услуги почты и курьерских служб доставки,1
аудиторская_услуга,Деловые услуги,Бухгалтерские услуги и сопровождение,1,Деловые услуги,Бухгалтерские услуги и сопровождение,услуги,250,Деловые услуги / Бухгалтерские услуги и сопровождение,1
услуга_курьерской_доставки,Логистические услуги,Перевозка грузов автотранспортом,4,Бытовые услуги,Услуги почты и курьерских служб доставки,услуги,250,Логистические услуги / Перевозка грузов автотранспортом,1
услуга_курьерской_доставки,Логистические услуги,Услуги транспортной логистики,4,Бытовые услуги,Услуги почты и курьерских служб доставки,услуги,250,Логистические услуги / Услуги транспортной логистики,1
услуга_курьерской_доставки,Логистические услуги,Перевозка грузов,4,Бытовые услуги,Услуги почты и курьерских служб доставки,услуги,250,Логистические услуги / Перевозка грузов,1
услуга_хранения_груза,Торговля и склад,Складские и перевалочные услуги,3,Торговля и склад,Складские и перевалочные услуги,услуги,250,Торговля и склад / Складские и перевалочные услуги,2
